content,score,sentiment,cleaned_content
pelayanan dan pengiriman sangat cepat sekali.. pertahankan...,5,Positif,pelayanan dan pengiriman sangat cepat sekali pertahankan
"jujur kapok make aplikasinya, banyak yang harus di benahi, fitur pengaduan tidak ada, aplikasinya masih terlalu ribet tidak fleksibel, menyulitkan pengguna yang ingin mengajukan keluhan, singkat cerita saya sudah bayar pajak, surat stnknya 1 bulan belum di kirim kirim, malah mengirim stnk milik orang lain (alias salah kirim barang) entah pada saat pengiriman di koreksi atau tidak seharusnya di validasi terlebih dahulu, sekarang surat STNK saya belum saya terima, jadi bagaimana solusinya?",1,Negatif,jujur kapok make aplikasinya banyak yang harus di benahi fitur pengaduan tidak ada aplikasinya masih terlalu ribet tidak fleksibel menyulitkan pengguna yang ingin mengajukan keluhan singkat cerita saya sudah bayar pajak surat stnknya bulan belum di kirim kirim malah mengirim stnk milik orang lain alias salah kirim barang entah pada saat pengiriman di koreksi atau tidak seharusnya di validasi terlebih dahulu sekarang surat stnk saya belum saya terima jadi bagaimana solusinya
semoga lebih ditingkatkan lagi prosesnya Karena terlalu lama.,5,Positif,semoga lebih ditingkatkan lagi prosesnya karena terlalu lama
"bener bener aplikasi parah bangat, vermuk aja dibilang berbeda dgn KTP. foto KTP masih SMA, skrg saya aja udah umur berapa, terus maksudnya gak boleh gitu foto selfie LEBIH CANTIK DARI FOTO KTP ??? ini udah live chat jg gak ngebantu. Gak rekomendasi deh buat anak anak millenial yg kalau skrg lebih cakep mending update dulu foto KTPnya. MAKASIH.",1,Negatif,bener bener aplikasi parah bangat vermuk saja dibilang berbeda dengan ktp foto ktp masih sma skrg saya saja sudah umur berapa terus maksudnya tidak boleh gitu foto selfie lebih cantik dari foto ktp ini sudah live chat jg tidak ngebantu tidak rekomendasi deh buat anak anak millenial yang kalau skrg lebih cakep mending update dulu foto ktpnya makasih
sangat membantu. tp karna prosesnya lama tidak seperti kita urus sendiri langsung hari itu. tp tidak apa2 karna tidak ada waktu buat urus. pakai online pun praktis.,4,Positif,sangat membantu tapi karena prosesnya lama tidak seperti kita urus sendiri langsung hari itu tapi tidak apa karena tidak ada waktu buat urus pakai online pun praktis
"transaksi pajak motor jd sangat mudah sekali, tanpa ribet antre ke samsat.. keren polll",5,Positif,transaksi pajak motor jadi sangat mudah sekali tanpa ribet antre ke samsat keren polll
alhamdulillah dokumen dah sampai. Terimakasih cepat dan aman,5,Positif,alhamdulillah dokumen dah sampai terimakasih cepat dan aman
"aplikasi resmi SAMSAT, jadi gak perlu ragu tentang perpanjangan pajak kendaraan, cuma minusnya agak lama aja sih prosesnya",5,Positif,aplikasi resmi samsat jadi tidak perlu ragu tentang perpanjangan pajak kendaraan cuma minusnya agak lama saja sih prosesnya
bagus,5,Positif,bagus
mantap,5,Positif,mantap
"bayar pajak tidak repot, mempermudah, tidak harus antri, terimakasih.. semoga bisa lebih baik dan maju lagi di pengembangan aplikasinya.",5,Positif,bayar pajak tidak repot mempermudah tidak harus antri terimakasih semoga bisa lebih baik dan maju lagi di pengembangan aplikasinya
"transaksi mudah, dan ternyata lebih kecil bayar pajak dibanding saya bayar langsung ke daerah asal",5,Positif,transaksi mudah dan ternyata lebih kecil bayar pajak dibanding saya bayar langsung ke daerah asal
"Aplikasinya tidak jelas sudah sesuai dengan petunjuknya tetap tidak bisa verifikasi KTP & FOTO SELFIE, bukannya mempermudah malah mempersulit masyarakat untuk proses pembayaran pajak kendaraan..",1,Negatif,aplikasinya tidak jelas sudah sesuai dengan petunjuknya tetap tidak bisa verifikasi ktp foto selfie bukannya mempermudah malah mempersulit masyarakat untuk proses pembayaran pajak kendaraan
klo kebiasaan perilaku korup ya gini. apk sdg dalam pembaruan terus udah 4 bulan.. blok,2,Negatif,kalau kebiasaan perilaku korup ya gini aplikasi sdg dalam pembaruan terus sudah bulan blok
mau verifikasi oto selfie tidak sesuai ktp terus. ini yang bikin aplikasi apa ga mikir ya. wajah kita sekarang dengan yang di ktp tahunan yang lalu udah pasti beda. tolong diperbaiki. atau cukup diganti dengan upload foto saja tanpa harus selfie,1,Negatif,mau verifikasi oto selfie tidak sesuai ktp terus ini yang bikin aplikasi apa ga mikir ya wajah kita sekarang dengan yang di ktp tahunan yang lalu sudah pasti beda tolong diperbaiki atau cukup diganti dengan upload foto saja tanpa harus selfie
pembayaran mudah dan cepat sampai,5,Positif,pembayaran mudah dan cepat sampai
Mangstapz! Pelayanan pajak motor kini bisa via HP,5,Positif,mangstapz pelayanan pajak motor kini bisa via hp
"terimakasih signal, krn membantu sekali bagi saya yg perantauan saat stnk jatuh tempo mempermudah dalam melakukan transaksi pembayaran pajak tahunan tanpa harus ke samsat",5,Positif,terimakasih signal karena membantu sekali bagi saya yang perantauan saat stnk jatuh tempo mempermudah dalam melakukan transaksi pembayaran pajak tahunan tanpa harus ke samsat
"STNK sudah diterima dg baik., tapi barcode pengesahan nya tidak ada.",4,Positif,stnk sudah diterima dg baik tapi barcode pengesahan nya tidak ada
"terima kasih,sat set sukaaaa",5,Positif,terima kasihsat set sukaaaa
aplikasi tidak berfungsi,1,Negatif,aplikasi tidak berfungsi
baru ini.tapi top markotop.segalanya jadi mudah.ngak pake ribet,5,Positif,baru initapi top markotopsegalanya jadi mudahngak pakai ribet
so far lebih praktis jadi gaperlu antri,5,Positif,so far lebih praktis jadi gaperlu antri
"pengiriman super duper lamaaaaa sekali dari tgl 5 maret, ngambil sendiri ke kantor pos tanggal 19 maret",1,Negatif,pengiriman super duper lamaaaaa sekali dari tgl maret ngambil sendiri ke kantor pos tanggal maret
sangat membantu dan mudah ... 👍👍,5,Positif,sangat membantu dan mudah
"bayar pajak gk perlu repot lagi, tinggal klik klik aja nanti stnk langsung dikirim ke alamat☺",5,Positif,bayar pajak tidak perlu repot lagi tinggal klik klik saja nanti stnk langsung dikirim ke alamat
alhamdulillahbudah 2 kali melakukan pembayaran melalui aplikasi signal.. sangat membantu dan mempermudah pembayaran pajak kendaraan..,5,Positif,alhamdulillahbudah kali melakukan pembayaran melalui aplikasi signal sangat membantu dan mempermudah pembayaran pajak kendaraan
prosesnya lama sampai 8 hari,4,Positif,prosesnya lama sampai hari
"mantap nih gak ribet,kalau yg 4 tahunan juga sekalian jadi gak perlu ngantri disambut..",5,Positif,mantap nih tidak ribetkalau yang tahunan juga sekalian jadi tidak perlu ngantri disambut
mantap,5,Positif,mantap
aplikasi nya bagus cuman saran ongkos kirim nya jangan terlalu mahal karena setau aku kalo pake XPDC JNE kalo daerah jakarta cuman 10 ini bisa sampai 20-25 RB,5,Positif,aplikasi nya bagus cuman saran ongkos kirim nya jangan terlalu mahal karena setau aku kalau pakai xpdc jne kalau daerah jakarta cuman ini bisa sampai rb
ini nambah kendaraan gmn sih?? no nik nya gak sesuai Mulu pdhl foto KTPnya sama!! muakk bngt gw njir,1,Negatif,ini nambah kendaraan gmn sih no nik nya tidak sesuai mulu pdhl foto ktpnya sama muakk bngt saya njir
semoga lebih bagus lagi kedepannya,5,Positif,semoga lebih bagus lagi kedepannya
luar biasa trimksh,5,Positif,luar biasa trimksh
lumayan membantu .saya bayar tanggal 06 sampai rumah tanggal 19 .di kirim lewat pos ..,5,Positif,lumayan membantu saya bayar tanggal sampai rumah tanggal di kirim lewat pos
sangat membantu dan bagus..gak ribet lsung jadi... trimakasih,5,Positif,sangat membantu dan bagusgak ribet lsung jadi trimakasih
"Aplikasi SIGNAL Samsat Digital Nasional sangat membantu, bayar pajak jadi lebih mudah tanpa harus antri.",5,Positif,aplikasi signal samsat digital nasional sangat membantu bayar pajak jadi lebih mudah tanpa harus antri
"niat bayar pajak malah rudet, foto ktp dan selfie tidak sesuai. yaiya foto jaman kapan. nyusahin aja",1,Negatif,niat bayar pajak malah rudet foto ktp dan selfie tidak sesuai yaiya foto jaman kapan nyusahin saja
membantu WNI yang mau taat pajak.,5,Positif,membantu wni yang mau taat pajak
"cukup membantu bagi y sibuk,proses cepat",5,Positif,cukup membantu bagi y sibukproses cepat
lumayan praktis tidak harus datang ke samsat,5,Positif,lumayan praktis tidak harus datang ke samsat
bagaimana cara rubah email yang sudah terdaftar?saya baru daftar salah masukan alamat email jadi tidak bisa verifikasi mohon bantuan nya,4,Positif,bagaimana cara rubah email yang sudah terdaftarsaya baru daftar salah masukan alamat email jadi tidak bisa verifikasi mohon bantuan nya
mantapppp,5,Positif,mantapppp
"keren, ga perlu ngantri lagi",5,Positif,keren ga perlu ngantri lagi
"Aplikasi bagus, membantu kami yg sibuk dan tidak bisa ke kantor samsat.",5,Positif,aplikasi bagus membantu kami yang sibuk dan tidak bisa ke kantor samsat
prosesnya mudah dan pengiriman cepat dan sesuai,5,Positif,prosesnya mudah dan pengiriman cepat dan sesuai
"praktis tidak usah ngantri ke Samsat,mending bayar kurir dari pada antri ke kantor Samsat sama aja ada biyaya beli map sama fotokopi KTP",5,Positif,praktis tidak usah ngantri ke samsatmending bayar kurir dari pada antri ke kantor samsat sama saja ada biyaya beli map sama fotokopi ktp
gak bisa masuk ? gak manfaat,1,Negatif,tidak bisa masuk tidak manfaat
"Ga jelas, ga bisa ngecek pajak dll",1,Negatif,ga jelas ga bisa ngecek pajak dll
mantap dan bagus sekali,5,Positif,mantap dan bagus sekali
"untuk sementara bintang 4 dulu, baru pertama kali coba. sejauh ini lancar dari proses buat akun foto selfi, masuk nomor kendaraan, dan proses pembayaran.. saya pakai shopee bisanya. mau lewat BRImo tapi untuk wilayah Yogyakarta tidak ada. mohon untuk diperbarui..signal di aplikasi brimonya. sekarang tinggal nunggu proses pengiriman berkas. semoga sampai dengan aman..dan tidak terlalu lama sampainya. pengajuan tanggal 16, tanggal 18 sudah sampai rumah.. terima kasih ..",5,Positif,untuk sementara bintang dulu baru pertama kali coba sejauh ini lancar dari proses buat akun foto selfi masuk nomor kendaraan dan proses pembayaran saya pakai shopee bisanya mau lewat brimo tapi untuk wilayah yogyakarta tidak ada mohon untuk diperbaruisignal di aplikasi brimonya sekarang tinggal nunggu proses pengiriman berkas semoga sampai dengan amandan tidak terlalu lama sampainya pengajuan tanggal tanggal sudah sampai rumah terima kasih
"bayar pajak lebih mudah, pengiriman dokumen agak lama",5,Positif,bayar pajak lebih mudah pengiriman dokumen agak lama
Dng menggunakan layanan signal-samsat urusannya jadi mudah..tks,5,Positif,dng menggunakan layanan signalsamsat urusannya jadi mudahtks
aplikasinya sangat membantu sekali dari bogor jadi ga harus ke samsat Jaktim untuk perpanjang pajak tahunan... Terima kasih SIGNAL,5,Positif,aplikasinya sangat membantu sekali dari bogor jadi ga harus ke samsat jaktim untuk perpanjang pajak tahunan terima kasih signal
"mantap. mempermudah bayar pajak kendaraan bermotor, sambil rebahan dirumah bisa aja tuh wkkk",5,Positif,mantap mempermudah bayar pajak kendaraan bermotor sambil rebahan dirumah bisa saja tuh wkkk
surat telah diterima dengan aman dan lengkap,5,Positif,surat telah diterima dengan aman dan lengkap
saya sudah melakukan pembayaran pajak melalui aplikasi ini leboh dari 7 hari kerja tapi masih saja dokumen dalam proses. tau kaya gini mending gausah bayar pajak sekalian,1,Negatif,saya sudah melakukan pembayaran pajak melalui aplikasi ini leboh dari hari kerja tapi masih saja dokumen dalam proses tau kaya gini mending gausah bayar pajak sekalian
"mohon di cek kembali data kelurahan di Depok, karena tidak ada pilihan kelurahan pengasinan. yang ada dipilihan adalah pengasihan. jadi saya beberapa kali tidak bisa memasukkan tambahan data alamat. terimakasih.",5,Positif,mohon di cek kembali data kelurahan di depok karena tidak ada pilihan kelurahan pengasinan yang ada dipilihan adalah pengasihan jadi saya beberapa kali tidak bisa memasukkan tambahan data alamat terimakasih
"saya tidak tau salahnya dimana tapi setiap saya menambahkan data ranmor tidak cocok dan mintak diubah di capil atau samsat, saya sudah cek berulang kali untuk memastikan data saya sudah valid, tetap saja tidak bisa menambahkan data ranmor",2,Negatif,saya tidak tau salahnya dimana tapi setiap saya menambahkan data ranmor tidak cocok dan mintak diubah di capil atau samsat saya sudah cek berulang kali untuk memastikan data saya sudah valid tetap saja tidak bisa menambahkan data ranmor
aplikasi gak guna dah beberapa kali updet foto tidak bisa,1,Negatif,aplikasi tidak guna dah beberapa kali updet foto tidak bisa
mudah dan cepat,5,Positif,mudah dan cepat
"poto di ktp sama poto sekarang pasti beda, susah mau daftar nya ribet",2,Negatif,poto di ktp sama poto sekarang pasti beda susah mau daftar nya ribet
mantap lebih mudah,5,Positif,mantap lebih mudah
susah bgt foto selfi gagal truuuuuuus,1,Negatif,susah banget foto selfi gagal truuuuuuus
"sangat membantu, trimakasih signal.. semoga kedepannya makin mudah penggunaannya dlm urusan perpanjangan stnk",5,Positif,sangat membantu trimakasih signal semoga kedepannya makin mudah penggunaannya dalam urusan perpanjangan stnk
Aplikasi bagus tanpa perlu ke samsat bisa bayar online,5,Positif,aplikasi bagus tanpa perlu ke samsat bisa bayar online
kode bayar tidak bisa dibayarkan melalui bank manapun,1,Negatif,kode bayar tidak bisa dibayarkan melalui bank manapun
sangat efisien,5,Positif,sangat efisien
"ini aplikasi serius yg diseriusin, keren",5,Positif,ini aplikasi serius yang diseriusin keren
Recomended,5,Positif,recomended
"Mudah, Cepat, Gak Ribet, Harga Transparan.",5,Positif,mudah cepat tidak ribet harga transparan
Sangat membantu dan memudahkan dalam pembayaran pajak,5,Positif,sangat membantu dan memudahkan dalam pembayaran pajak
"bener bener luar biasa system bayar electronik ini, mengikuti kemajuan zaman now, kaga yang zaman djadul bayar pajak kendaraan antri sampe seharian padahal kita mau bayar, ini mempermudah wajib pajak bayar pajak kendaraan tanpa perlu datang antri ramai ramai dan membuang waktu. suka sekali dengan pelayanan online ini, setelah bayar stnk bukti bayar pajak kendaraan dikirim kerumah, jempol buat system ini",5,Positif,bener bener luar biasa system bayar electronik ini mengikuti kemajuan zaman now kaga yang zaman djadul bayar pajak kendaraan antri sampe seharian padahal kita mau bayar ini mempermudah wajib pajak bayar pajak kendaraan tanpa perlu datang antri ramai ramai dan membuang waktu suka sekali dengan pelayanan online ini setelah bayar stnk bukti bayar pajak kendaraan dikirim kerumah jempol buat system ini
trima kasih🙏🙏🙏,5,Positif,trima kasih
"gini dong jadi mudah untuk masyarakat bayar pajak kendaraan,, saran tambahin buat bayar pajak 5 tahunan dan bayar pajak bukan atas nama pribadi,, kedepan nya bagus,, transparan , cepat dan para calo pajak musnah",5,Positif,gini dong jadi mudah untuk masyarakat bayar pajak kendaraan saran tambahin buat bayar pajak tahunan dan bayar pajak bukan atas nama pribadi kedepan nya bagus transparan cepat dan para calo pajak musnah
Alhamdulillah pertama kali. Lebih efisien waktu buat pekerja kayak saya yg ga bisa datang di hari kerja.,5,Positif,alhamdulillah pertama kali lebih efisien waktu buat pekerja kayak saya yang ga bisa datang di hari kerja
apk ga guna,1,Negatif,aplikasi ga guna
sangat mudah dan kalau boleh di tambah foto saat pengiriman di terima oleh pemiliknya di dlm aplikasi agar menambah bukti penerimaan tercantum di dlm aplikasinya,5,Positif,sangat mudah dan kalau boleh di tambah foto saat pengiriman di terima oleh pemiliknya di dalam aplikasi agar menambah bukti penerimaan tercantum di dalam aplikasinya
"mantap, prosesnya cepat, cuma di aplikasi rada ribet, sukses selalu,",4,Positif,mantap prosesnya cepat cuma di aplikasi rada ribet sukses selalu
"selalu dan selalu bayar pajak tahunan lewat online buat keluarga ,, cepat pengiriman aman pokonha",5,Positif,selalu dan selalu bayar pajak tahunan lewat online buat keluarga cepat pengiriman aman pokonha
aplikasi ini sangat efisien dan mudah di gunakan.,5,Positif,aplikasi ini sangat efisien dan mudah di gunakan
thanks signal Samsat pelayanan nya TOP,5,Positif,thanks signal samsat pelayanan nya top
"jadi stnk nya cepat, pelayanan online nya memuaskan, mudah di lakukan, trmksh",5,Positif,jadi stnk nya cepat pelayanan online nya memuaskan mudah di lakukan trmksh
mempermudah bagi yang tidak punya banyak waktu.,5,Positif,mempermudah bagi yang tidak punya banyak waktu
sangat membantu dan mempermudah kita menghemat waktu dlm pembayaran pajak. mudah-mudahan petugas di lapangan juga paham bahwa dokumen elektronik yg diterbitkan secara digital ini telah dianggap sah.,5,Positif,sangat membantu dan mempermudah kita menghemat waktu dalam pembayaran pajak mudahmudahan petugas di lapangan juga paham bahwa dokumen elektronik yang diterbitkan secara digital ini telah dianggap sah
kurang update ah apknya,1,Negatif,kurang update ah apknya
"sangat membanti sekali, dan mempermudah bayar pajak, terimakasih signal samsat digital",5,Positif,sangat membanti sekali dan mempermudah bayar pajak terimakasih signal samsat digital
"apk nya mantap, tidak perlu ngantri lagi untuk bayar pajak plus jauh pula jarak samsatnya, terima kasih samsat",5,Positif,aplikasi nya mantap tidak perlu ngantri lagi untuk bayar pajak plus jauh pula jarak samsatnya terima kasih samsat
"sangat memudahkan untuk proses perpanjang, jadi ga harus ke Samsat lagi deh",5,Positif,sangat memudahkan untuk proses perpanjang jadi ga harus ke samsat lagi deh
mudah penggunaannya sudah tidak perlu repot urus pajak tahunan datang ke samsat lg..mantapsss,5,Positif,mudah penggunaannya sudah tidak perlu repot urus pajak tahunan datang ke samsat lgmantapsss
mau cek pajak tak bisa,1,Negatif,mau cek pajak tak bisa
"Menyulitkan, verifikasi susah, perbaiki kembali",1,Negatif,menyulitkan verifikasi susah perbaiki kembali
"Bayar pajak aman, tanpa antri lama2, apalagi bulan puasa",5,Positif,bayar pajak aman tanpa antri lama apalagi bulan puasa
aplikasi sampah,1,Negatif,aplikasi sampah
gk bisa di pake,1,Negatif,tidak bisa di pakai
"Sempat terkendala krn pajak tahunan sudah berhasil dibayar, tapi ada notif STNK tdk dpt disahkan karena harus validasi data ke samsat. Ke samsat keliling tdk bisa mengatasi, lalu coba ke emailnya samsat digital dan teratatasi🤩walaupun kdang slowrespon Aplikasinya sangat membantu, dan pengirimannya cepat. Semoga ke depannya lebih cepat, tepat, dan akurat. Semangat mengembangkan aplikasinya Pak/Bu.",5,Positif,sempat terkendala karena pajak tahunan sudah berhasil dibayar tapi ada notif stnk tidak dapat disahkan karena harus validasi data ke samsat ke samsat keliling tidak bisa mengatasi lalu coba ke emailnya samsat digital dan teratatasiwalaupun kdang slowrespon aplikasinya sangat membantu dan pengirimannya cepat semoga ke depannya lebih cepat tepat dan akurat semangat mengembangkan aplikasinya pakbu
"Aplikasi Rumit, cs nya ngk bisa bisa , kapok bayar tangl 5 Mey 2026 2 Minggu gak ada kepastian, customer service nya jam operasional dintulis jam 08.00 tp di chat ttp gak bisa jam 9 baru bisa. udah lama nunggu gak ada kepastian kapan itu STNK jadi , K a P o K",1,Negatif,aplikasi rumit cs nya ngk bisa bisa kapok bayar tangl mey minggu tidak ada kepastian customer service nya jam operasional dintulis jam tapi di chat ttp tidak bisa jam baru bisa sudah lama nunggu tidak ada kepastian kapan itu stnk jadi k a p o k
"tidak bisa verifikasi, verifikasi email pun gabisa. mau buka profil ke logout sendiri.",1,Negatif,tidak bisa verifikasi verifikasi email pun gabisa mau buka profil ke logout sendiri
"pertama kali coba perpanjang online..lumayan hemat dari pada harus pulang kampung, ongkos double",5,Positif,pertama kali coba perpanjang onlinelumayan hemat dari pada harus pulang kampung ongkos double
"Oke sangat membantu, tanpa harus antri, tanpa harus lewat calo semoga menyediakan juga layanan pajak 5 tahunan ganti STNK, bisa cek fisik ke rumah 😁",5,Positif,oke sangat membantu tanpa harus antri tanpa harus lewat calo semoga menyediakan juga layanan pajak tahunan ganti stnk bisa cek fisik ke rumah
bagus,5,Positif,bagus
praktis,5,Positif,praktis
"aplikasi gak guna, mau taat pajak aja pun susah.",1,Negatif,aplikasi tidak guna mau taat pajak saja pun susah
jadinya cepet banget,5,Positif,jadinya cepet banget
Susah daftar katanya foto ktp gk sesuai sama foto asli padahal ktp sendiri muka sendiri,1,Negatif,susah daftar katanya foto ktp tidak sesuai sama foto asli padahal ktp sendiri muka sendiri
sangat membantu.... saran aja tolong pengirim agak di percepat padahal express tapi berhari hari.. Makasih,5,Positif,sangat membantu saran saja tolong pengirim agak di percepat padahal express tapi berhari hari makasih
"cepet, ga perlu antre dan jauh jauh ke Samsat, cukup bayar dari rumah dan dokumen diantar ke rumah dengan aman",5,Positif,cepet ga perlu antre dan jauh jauh ke samsat cukup bayar dari rumah dan dokumen diantar ke rumah dengan aman
"aplikasi ribet kali, setiap verifikasi akun, di bilang foto sama KTP tidak sesuai, udah coba ratusan kali tetap sama",2,Negatif,aplikasi ribet kali setiap verifikasi akun di bilang foto sama ktp tidak sesuai sudah coba ratusan kali tetap sama
mantul,5,Positif,mantul
mantap... bayar pajak jadi lebih mudah. Terima kasih,5,Positif,mantap bayar pajak jadi lebih mudah terima kasih
dari tanggal 2 pembayaran sampai sekarang belum sampai - sampai dokumen nya lama sekali !! semetara bentar lagi lebaran aduh gimana ini ?,2,Negatif,dari tanggal pembayaran sampai sekarang belum sampai sampai dokumen nya lama sekali semetara bentar lagi lebaran aduh gimana ini
baik tepat waktu,5,Positif,baik tepat waktu
proses nya mudah terima kasih,5,Positif,proses nya mudah terima kasih
mantap apk nya buat orang yg sibuk bisa di andalkan ni,5,Positif,mantap aplikasi nya buat orang yang sibuk bisa di andalkan ni
kalo buat bayar pajak kendaraan sndiri sih oke. cuma sayang buat kendaraan nom pribadi jga dipermudah dong. kalo bayar pajak non pribadi gampang dijamin banyak orang yg mau bayar pajak.,4,Positif,kalau buat bayar pajak kendaraan sndiri sih oke cuma sayang buat kendaraan nom pribadi jga dipermudah dong kalau bayar pajak non pribadi gampang dijamin banyak orang yang mau bayar pajak
susqh verifikasi. sudah foto berkali2 tapi selalu tidak bisa ter verifikasi,1,Negatif,susqh verifikasi sudah foto berkali tapi selalu tidak bisa ter verifikasi
bagus,5,Positif,bagus
"Pengurusan cepat, memudahkan dan sangat membantu",5,Positif,pengurusan cepat memudahkan dan sangat membantu
aplikasi mudah untuk digunakan,5,Positif,aplikasi mudah untuk digunakan
mantap tanpa ke samsat tinggal tgg di rmh langsung jadi,5,Positif,mantap tanpa ke samsat tinggal tgg di rmh langsung jadi
cepat sekali dan praktis,5,Positif,cepat sekali dan praktis
"saat pembayaran terkadang kode bayar tidak terbaca di mobile banking maupun di dompet digital, DI SEMUA APLIKASI, tolong perbaiki",1,Negatif,saat pembayaran terkadang kode bayar tidak terbaca di mobile banking maupun di dompet digital di semua aplikasi tolong perbaiki
"lebih gampang bayar pajak , orang bijak bayar pajak",5,Positif,lebih gampang bayar pajak orang bijak bayar pajak
diharapkan utk pajak yg lain dapat segera berfungsi,5,Positif,diharapkan untuk pajak yang lain dapat segera berfungsi
ribet bgt daftar nya..auto uninstal,2,Negatif,ribet banget daftar nyaauto uninstal
biaya Admin sama Ongkir kurirnya gede bgt,1,Negatif,biaya admin sama ongkir kurirnya gede banget
aplikasi ini sangat2 membantu,5,Positif,aplikasi ini sangat membantu
tdk bsa scan,1,Negatif,tidak bsa scan
"Gak bisa verifikasi katanya KTP dan foto profil beda... yang mana yang lbih ganteng, jadi bisa beda?",1,Negatif,tidak bisa verifikasi katanya ktp dan foto profil beda yang mana yang lbih ganteng jadi bisa beda
aplikasi buruk foto Selfi tidak sesuai KTP katanya namanya aja foto KTP 15 tahun yang lalu gimana wajahnya di suruh sama mau bayar bajak kok ribet satu bintang untuk aplikasi ini terlalu bagus,1,Negatif,aplikasi buruk foto selfi tidak sesuai ktp katanya namanya saja foto ktp tahun yang lalu gimana wajahnya di suruh sama mau bayar bajak kok ribet satu bintang untuk aplikasi ini terlalu bagus
"aplikasinya verified atau engga si... aku bayar pajak dari tgl 13, sampai skrg masih belum di proses. pas ditanya ke samsat, malah dibilang belom bayar",1,Negatif,aplikasinya verified atau engga si aku bayar pajak dari tgl sampai skrg masih belum di proses pas ditanya ke samsat malah dibilang belom bayar
asli rusak ini aplikasi...tahun pertama aja bayar pajak cepat 3 hari sampai setelah tahun berikutnya mau 1 bulan document fisik blm dikirim...di pikir ga pake ongkir kali nyepelein bgt...ada no WhatsApp di aplikasi di wa ceklis 2 aja ga di blz....chat live percuma agent tidak ada di tempat inget chat live Mash di bawah jam 2 ya jadi bisa pagi di atas jam 9... pelayanan buruk hapus aja nih aplikasi makin ga guna,1,Negatif,asli rusak ini aplikasitahun pertama saja bayar pajak cepat hari sampai setelah tahun berikutnya mau bulan document fisik belum dikirimdi pikir ga pakai ongkir kali nyepelein bgtada no whatsapp di aplikasi di wa ceklis saja ga di blzchat live percuma agent tidak ada di tempat inget chat live mash di bawah jam ya jadi bisa pagi di atas jam pelayanan buruk hapus saja nih aplikasi makin ga guna
sulit untuk verifikasi foto KTP 15thn lalu ya jelas ga sama ky foto sekarang,2,Negatif,sulit untuk verifikasi foto ktp thn lalu ya jelas ga sama ky foto sekarang
Gak bisa. Layanan tidak tersedia terus.,1,Negatif,tidak bisa layanan tidak tersedia terus
"susah apknya, padahal SDH dftar akun dan akun SDH terverifikasi, mau cek pajak aja tidak bisa. maaf ya bintang 2 dulu. nanti kalo sudah lebih baik ganti bintang 5",2,Negatif,susah apknya padahal sudah dftar akun dan akun sudah terverifikasi mau cek pajak saja tidak bisa maaf ya bintang dulu nanti kalau sudah lebih baik ganti bintang
"mantap, amanah",5,Positif,mantap amanah
knp va bs byr online ya???,5,Positif,knp va bisa byr online ya
"apilikasi cukup baik tapi sayangnya isi datanya harus pemilik awal (NIK,KK) sebagai pemilik ke 2 tidak bisa bayar pakai online walaupun tahu nomor rangka, nomor kendaraan (bukan curian). Saran saya mohon dipermudah bayar STNK cukup isi NIK nya pemilik ke 2 atau ke 3 (bayar pemilik orang lain) karena tidak semua orang sempat datang ke samsat. Terima kasih",5,Positif,apilikasi cukup baik tapi sayangnya isi datanya harus pemilik awal nikkk sebagai pemilik ke tidak bisa bayar pakai online walaupun tahu nomor rangka nomor kendaraan bukan curian saran saya mohon dipermudah bayar stnk cukup isi nik nya pemilik ke atau ke bayar pemilik orang lain karena tidak semua orang sempat datang ke samsat terima kasih
terima kasihhh sudah melayani,5,Positif,terima kasihhh sudah melayani
"pelayanan nya dan sop nya parah sangat tidak konsisten, tahun lalu masih aman aman aja, saya sudah bayar pajak lewat aplikasi sejak 3 maret 2026 sampai sekarang 16 maret 2026 (sudah lewat dari 7 hari kerja) dan itu sudah melebihi batas waktu maksimal dari proses sampai pengiriman, di live chat nya tidak stand by walaupun dalam jam kerja (sementara bintang 1 karna sangat tidak menyenangkan, kalau sudah proses ke pengirim akan di ganti, thanks)",1,Negatif,pelayanan nya dan sop nya parah sangat tidak konsisten tahun lalu masih aman aman saja saya sudah bayar pajak lewat aplikasi sejak maret sampai sekarang maret sudah lewat dari hari kerja dan itu sudah melebihi batas waktu maksimal dari proses sampai pengiriman di live chat nya tidak stand by walaupun dalam jam kerja sementara bintang karena sangat tidak menyenangkan kalau sudah proses ke pengirim akan di ganti thanks
aplikasi ribet. verifikasi antara ktp fan foto selfie tidak bisa sehingga tidak dapat masuk ke layanan. PAYAH,1,Negatif,aplikasi ribet verifikasi antara ktp fan foto selfie tidak bisa sehingga tidak dapat masuk ke layanan payah
"proses nya gampang cepet, terbantu banget bagi perantau, dan pos Indonesia juga mantap pengiriman nya sat set cepet nyampe",5,Positif,proses nya gampang cepet terbantu banget bagi perantau dan pos indonesia juga mantap pengiriman nya sat set cepet nyampe
"mau verifikasi aja susah udah berbagai macam posisi selfie tetep gak bisa tulisannya ""KTP terhadap foto profil tidak sesuai"" Emng foto ktp waktu l dulu. tapi ribet kalo mau update foto lagi.",1,Negatif,mau verifikasi saja susah sudah berbagai macam posisi selfie tetep tidak bisa tulisannya ktp terhadap foto profil tidak sesuai emng foto ktp waktu l dulu tapi ribet kalau mau update foto lagi
