content,score,sentiment,cleaned_content
ADA APLIKASI TAPI REGISTRASI HARUS OFFLINE GAJELAS,1,Negatif,ada aplikasi tapi registrasi harus offline gajelas
"makan gaji buka, bikin aplikasi aja ga becus.",1,Negatif,makan gaji buka bikin aplikasi saja ga becus
ga bisa diakses,1,Negatif,ga bisa diakses
Aplikasi JELEK,1,Negatif,aplikasi jelek
"mau daftar ternyata harus ke capil lagi, harus lewat mandiri saja, online",1,Negatif,mau daftar ternyata harus ke capil lagi harus lewat mandiri saja online
"mau ngubah data pekerjaan ga ada di menu pelayanan gimana sih aneh bnget, disuruh ngurus online semua tapi pelayanan ga lengkap, kalo sekira nya aplikasi belum siap jangan semua^ disuruh online",1,Negatif,mau ngubah data pekerjaan ga ada di menu pelayanan gimana sih aneh bnget disuruh ngurus online semua tapi pelayanan ga lengkap kalau sekira nya aplikasi belum siap jangan semua disuruh online
"daftar akun aja harus datang langsung ke dukcapil, katanya digital buat akun masih offline",1,Negatif,daftar akun saja harus datang langsung ke dukcapil katanya digital buat akun masih offline
ok,5,Positif,ok
bagus,5,Positif,bagus
gak jelas,1,Negatif,tidak jelas
daftar aplikasi malah disuruh daftar di depan petugas. lalu apa fungsi nya aplikasi ini kalo harus offline haha aneh konoha,1,Negatif,daftar aplikasi malah disuruh daftar di depan petugas lalu apa fungsi nya aplikasi ini kalau harus offline haha aneh konoha
aplikasi pemerintah paling bagus ui frindly,5,Positif,aplikasi pemerintah paling bagus ui frindly
"rakyatnya di suruh daftar online ,setelah do coba aplikasinya haru daftarkan di depan petugas...apa gunanya aplikasinya kalo tetap harus tatap muka dengan petugas di kantor yang tidak tepat waktu...",1,Negatif,rakyatnya di suruh daftar online setelah do coba aplikasinya haru daftarkan di depan petugasapa gunanya aplikasinya kalau tetap harus tatap muka dengan petugas di kantor yang tidak tepat waktu
"ribet banget harus daftar offline, kita tidak semua tinggal di alamat ktp!!!",1,Negatif,ribet banget harus daftar offline kita tidak semua tinggal di alamat ktp
ngapain coba bikin apk kalau harus scan dengan petugas .ngaco,1,Negatif,ngapain coba bikin aplikasi kalau harus scan dengan petugas ngaco
emang Konoha mah beda yang gampang di buat sulit...ngapain daftar online kalau ujung ujung nya ke Capil juga,1,Negatif,emang konoha mah beda yang gampang di buat sulitngapain daftar online kalau ujung ujung nya ke capil juga
apakah warga bisa gak bisa daftar ya,1,Negatif,apakah warga bisa tidak bisa daftar ya
apkikasi sering tidak bisa dibuka tolong diperbaiki,1,Negatif,apkikasi sering tidak bisa dibuka tolong diperbaiki
nice,5,Positif,nice
penyimpanan data kependudukan pribadi,5,Positif,penyimpanan data kependudukan pribadi
"percuma kalo mau daftar harus ke depan petugas, seharusnya gak perlu buat aplikasi digital seperti ini kalo masih harus datang ke kantor hadeh",1,Negatif,percuma kalau mau daftar harus ke depan petugas seharusnya tidak perlu buat aplikasi digital seperti ini kalau masih harus datang ke kantor hadeh
"setelah di update malah ga bisa di buka, padahal akun sdh ada.malah di suruh daftar lagi,sdh daftar lagi sesuai arahan dan mengambil foto pas mau masuk akun katanya belum terdaftar. gimana ini solusinya?? dukcapil",1,Negatif,setelah di update malah ga bisa di buka padahal akun sudah adamalah di suruh daftar lagisdh daftar lagi sesuai arahan dan mengambil foto pas mau masuk akun katanya belum terdaftar gimana ini solusinya dukcapil
sangat mudah,5,Positif,sangat mudah
"susah amat ya ,mau daptar online juga",1,Negatif,susah amat ya mau daptar online juga
bagus,5,Positif,bagus
Cek identitas pribadi...,5,Positif,cek identitas pribadi
"Kenapa dahh setiap aplikasi Pemerintah selalu jelek, Loading lama dan susah bahkan ga bisa masuk ke ""pelayanan""... Pelayanan masyarakat kok gini, gaji buta aja tuh IT nya",1,Negatif,kenapa dahh setiap aplikasi pemerintah selalu jelek loading lama dan susah bahkan ga bisa masuk ke pelayanan pelayanan masyarakat kok gini gaji buta saja tuh it nya
TOLONG PENGEN UNDUH KTP TAPI NGAK BISA BPJS MINTA KTP PDF KENYATAANYA NGAK BISA DI UNDUH KTP NYA.BaGAI MANA INI,1,Negatif,tolong pengen unduh ktp tapi ngak bisa bpjs minta ktp pdf kenyataanya ngak bisa di unduh ktp nyabagai mana ini
bagus bisa simpan dan lihat kartu keluarga dan KTP,5,Positif,bagus bisa simpan dan lihat kartu keluarga dan ktp
GUNANYA APA BUAT APLIKASI??? KALO BUAT AKUN MASIH HARUS KE KANTOR DUKCAPIL!! NGGA GUNA..!!!!!!,1,Negatif,gunanya apa buat aplikasi kalau buat akun masih harus ke kantor dukcapil ngga guna
apk tidak bermutu kata'y online tp ttep hrs dtang ke disdukcapil... mending urus lngsung aja ngapain hrs online,1,Negatif,aplikasi tidak bermutu katay online tapi ttep hrs dtang ke disdukcapil mending urus lngsung saja ngapain hrs online
ini aplikasi bukan mempermudah tapi mempersulit! kbnyakan ini dan itu! klo ga niat bkn apk gaush.,1,Negatif,ini aplikasi bukan mempermudah tapi mempersulit kbnyakan ini dan itu kalau ga niat bkn aplikasi gaush
ok,5,Positif,ok
Bagus dan semoga lekas diberlakukan sebagai Tanda pengenal yg sah di negeri ini,5,Positif,bagus dan semoga lekas diberlakukan sebagai tanda pengenal yang sah di negeri ini
"aplikasi online tapi harus berhadapan dgn petugas, hapus aja aplikasi nya sat",1,Negatif,aplikasi online tapi harus berhadapan dengan petugas hapus saja aplikasi nya sat
mantap,5,Positif,mantap
"MINUSNYA CUMA SATU GA BISA SCREENSHOOT, TERUS MAU KIRIM KTP DIGITALNYA LEWAT EMAIL GA ADA FITUR. HADUH",1,Negatif,minusnya cuma satu ga bisa screenshoot terus mau kirim ktp digitalnya lewat email ga ada fitur haduh
bikin ribet aja,1,Negatif,bikin ribet saja
Dokumen kartu keluarga kok tidak ada?,5,Positif,dokumen kartu keluarga kok tidak ada
aplikasi mblegedest. mau daftar AE susah. petugasnyaa dimna Cok.,1,Negatif,aplikasi mblegedest mau daftar ae susah petugasnyaa dimna cok
udah lama pake aplnya tapi sngat mengecewakan ttiap kali masuk susah banget. harusnya lbh berkualitas lg kan... tp ini sush banget mau masuk apl... bahkan sering kali keluar sendri ... yg d harapkan bis membantu malah nambah d persullit,1,Negatif,sudah lama pakai aplnya tapi sngat mengecewakan ttiap kali masuk susah banget harusnya lbh berkualitas lg kan tapi ini sush banget mau masuk apl bahkan sering kali keluar sendri yang d harapkan bis membantu malah nambah d persullit
"kenapa tidak bisa diinstal di android versi 9, padahal sebelum ada update bisa dibuka dan digunakan dalam beberapa hal, mohon solusinya, terima kasih",1,Negatif,kenapa tidak bisa diinstal di android versi padahal sebelum ada update bisa dibuka dan digunakan dalam beberapa hal mohon solusinya terima kasih
"GK bisa di buka, apa karena saya yang tidak faham",1,Negatif,tidak bisa di buka apa karena saya yang tidak faham
"Kocak, apa gunanya daftar Online kalau harus bertemu petugas secara Langsung untuk Scan Code. Ada Teknologi namanya Video Daring dekk (Google Meet), + Teknologi Surat Online (Gmail). Buang-Buang Anggaran Sia",1,Negatif,kocak apa gunanya daftar online kalau harus bertemu petugas secara langsung untuk scan code ada teknologi namanya video daring dekk google meet teknologi surat online gmail buangbuang anggaran sia
aplikasi pemerintah jarang ada yang bagus,1,Negatif,aplikasi pemerintah jarang ada yang bagus
aplikasi sangat bermanfaat buat rakyat,5,Positif,aplikasi sangat bermanfaat buat rakyat
Online tapi Offline. Kocak 🥹🤦,1,Negatif,online tapi offline kocak
ok,5,Positif,ok
kenapa saya gak bisa buka aplikasi ikd ini,5,Positif,kenapa saya tidak bisa buka aplikasi ikd ini
"daftar di depan petugas, kantornya dimana yah",5,Positif,daftar di depan petugas kantornya dimana yah
yg bikin kurang profesional,1,Negatif,yang bikin kurang profesional
"aplikasi pemerintah seharusnya di jaga kualitasnya, tujuan untuk mempermudah malah di persulit",1,Negatif,aplikasi pemerintah seharusnya di jaga kualitasnya tujuan untuk mempermudah malah di persulit
seperti biasanya,1,Negatif,seperti biasanya
pengurusan nya sama saja offline,1,Negatif,pengurusan nya sama saja offline
Terimakasih banyak,5,Positif,terimakasih banyak
harus banget tetep dateng?,1,Negatif,harus banget tetep dateng
"kalo ujung2nya harus datang ke capil untuk verifikasi, ngapain bikin ginian.klo mau serba digital2 yg profesional sekalian jangan tanggung.sy udah datang ke capil ciamis, harus dilempar lagi ke desa buat lagi surat kematian ke polsek. ribet jd tambah double. perbaiki lah contoh cara pembuatan mbanking.gak perlua lagi datang kantor. payah",1,Negatif,kalau ujungnya harus datang ke capil untuk verifikasi ngapain bikin ginianklo mau serba digital yang profesional sekalian jangan tanggungsy sudah datang ke capil ciamis harus dilempar lagi ke desa buat lagi surat kematian ke polsek ribet jadi tambah double perbaiki lah contoh cara pembuatan mbankinggak perlua lagi datang kantor payah
muter-muter nggk selesai padahal cuma mau liat data keluarga,2,Negatif,mutermuter nggk selesai padahal cuma mau liat data keluarga
"percuma bikin aplikasi ttp aja hrus offline daftarnya , tujuan aplikasi itu untuk memudahkan orang yang waktunya sedikit jadi bisa mempersingkat waktu , kalo ttp harus ke kantor mending jangan bikin aolikasi , ngga niat !",1,Negatif,percuma bikin aplikasi ttp saja hrus offline daftarnya tujuan aplikasi itu untuk memudahkan orang yang waktunya sedikit jadi bisa mempersingkat waktu kalau ttp harus ke kantor mending jangan bikin aolikasi ngga niat
"Aplikasi sampah Mau bikin akun untuk masuk ke aplikasinya aja harus daftar scr lsg ke kantor, trus fungsinya bikin aplikasi ini apaan? Buat menuh-menuhin cap anggaran???",1,Negatif,aplikasi sampah mau bikin akun untuk masuk ke aplikasinya saja harus daftar scr lsg ke kantor trus fungsinya bikin aplikasi ini apaan buat menuhmenuhin cap anggaran
"mempersulit warga nya kah? , ini saya udah bikin baru seminggu aja udah gabisa login lagi di aplikasi ini .. kenapa? masa saya harus bolak balik lagi buat ngurus ini",1,Negatif,mempersulit warga nya kah ini saya sudah bikin baru seminggu saja sudah gabisa login lagi di aplikasi ini kenapa masa saya harus bolak balik lagi buat ngurus ini
"dulu ada dokumen kk nya skrg pas di ganti versi baru malah ga ada , tolong dong developer nya kita kan ga mungkin bawa kk asli untuk bepergian jauh jdi butuh kk digital juga kalo bisa akte juga ada versi digital nya biar permudah saat bikin paspor atau lainya",2,Negatif,dulu ada dokumen kk nya skrg pas di ganti versi baru malah ga ada tolong dong developer nya kita kan ga mungkin bawa kk asli untuk bepergian jauh jdi butuh kk digital juga kalau bisa akte juga ada versi digital nya biar permudah saat bikin paspor atau lainya
kocak klo harus dateng offline buat bikin akun ngapain pake ada aplikasi ginian,1,Negatif,kocak kalau harus dateng offline buat bikin akun ngapain pakai ada aplikasi ginian
fitur download dokumwn kk tidak ada gak jelas banget bayar pajek dapet e aplikasi ginian malah nyusahin rakyat !,1,Negatif,fitur download dokumwn kk tidak ada tidak jelas banget bayar pajek dapet e aplikasi ginian malah nyusahin rakyat
"𝐤𝐭𝐩 𝐡𝐢𝐥𝐚𝐧𝐠 𝐮𝐫𝐮𝐬𝐚𝐧 𝐬𝐞𝐫𝐢𝐛𝐞𝐭 𝐢𝐧𝐢 𝐬𝐞𝐡𝐚𝐫𝐢𝐚𝐧 𝐚𝐧𝐭𝐫𝐢 𝐝𝐢 𝐝𝐮𝐤𝐜𝐚𝐩𝐢𝐥,𝐛𝐮𝐚𝐧𝐠 𝐰𝐚𝐤𝐭𝐮 𝐩𝐞𝐫𝐜𝐮𝐦𝐚 𝐝𝐢𝐬𝐮𝐫𝐮𝐡 𝐢𝐧𝐬𝐭𝐚𝐥 𝐚𝐩𝐤 𝐢𝐧𝐢,𝐬𝐞𝐭𝐞𝐥𝐚𝐡 𝐝𝐚𝐩𝐭𝐚𝐫 𝐡𝐚𝐫𝐢 𝐩𝐞𝐫𝐭𝐚𝐦𝐚 𝐬𝐚𝐦𝐩𝐚𝐢 𝐬𝐚𝐭𝐮 𝐦𝐢𝐧𝐠𝐠𝐮 𝐠𝐚𝐠𝐚𝐥 𝐭𝐞𝐫𝐮𝐬 𝐞𝐦𝐚𝐢𝐥 𝐝𝐚𝐭𝐚 𝐝𝐢𝐫𝐢 𝐚𝐤𝐮𝐫𝐚𝐭 𝐬𝐥𝐥𝐮 𝐠𝐚𝐠𝐚𝐥 😡 𝐚𝐧𝐣𝐮𝐫𝐚𝐧 𝐩𝐞𝐦𝐞𝐫𝐢𝐧𝐭𝐚𝐡 𝐤𝐨 𝐛𝐞𝐠𝐢𝐧𝐢 𝐛𝐢𝐤𝐢𝐧 𝐚𝐩𝐤 𝐲𝐠 𝐛𝐞𝐧𝐞𝐫 𝐝𝐨𝐧𝐠 𝐦𝐚𝐥𝐮 𝐬𝐚𝐦𝐚 𝐲𝐠 𝐩𝐢𝐧𝐭𝐞𝐫👾",1,Negatif,𝐤𝐭𝐩 𝐡𝐢𝐥𝐚𝐧𝐠 𝐮𝐫𝐮𝐬𝐚𝐧 𝐬𝐞𝐫𝐢𝐛𝐞𝐭 𝐢𝐧𝐢 𝐬𝐞𝐡𝐚𝐫𝐢𝐚𝐧 𝐚𝐧𝐭𝐫𝐢 𝐝𝐢 𝐝𝐮𝐤𝐜𝐚𝐩𝐢𝐥𝐛𝐮𝐚𝐧𝐠 𝐰𝐚𝐤𝐭𝐮 𝐩𝐞𝐫𝐜𝐮𝐦𝐚 𝐝𝐢𝐬𝐮𝐫𝐮𝐡 𝐢𝐧𝐬𝐭𝐚𝐥 𝐚𝐩𝐤 𝐢𝐧𝐢𝐬𝐞𝐭𝐞𝐥𝐚𝐡 𝐝𝐚𝐩𝐭𝐚𝐫 𝐡𝐚𝐫𝐢 𝐩𝐞𝐫𝐭𝐚𝐦𝐚 𝐬𝐚𝐦𝐩𝐚𝐢 𝐬𝐚𝐭𝐮 𝐦𝐢𝐧𝐠𝐠𝐮 𝐠𝐚𝐠𝐚𝐥 𝐭𝐞𝐫𝐮𝐬 𝐞𝐦𝐚𝐢𝐥 𝐝𝐚𝐭𝐚 𝐝𝐢𝐫𝐢 𝐚𝐤𝐮𝐫𝐚𝐭 𝐬𝐥𝐥𝐮 𝐠𝐚𝐠𝐚𝐥 𝐚𝐧𝐣𝐮𝐫𝐚𝐧 𝐩𝐞𝐦𝐞𝐫𝐢𝐧𝐭𝐚𝐡 𝐤𝐨 𝐛𝐞𝐠𝐢𝐧𝐢 𝐛𝐢𝐤𝐢𝐧 𝐚𝐩𝐤 𝐲𝐠 𝐛𝐞𝐧𝐞𝐫 𝐝𝐨𝐧𝐠 𝐦𝐚𝐥𝐮 𝐬𝐚𝐦𝐚 𝐲𝐠 𝐩𝐢𝐧𝐭𝐞𝐫
"sudah bagus online, malah registrasi harus ke kantor.",2,Negatif,sudah bagus online malah registrasi harus ke kantor
"update aplikasi, sekalian mampir di ulasan buat baca2, ternyata ohhh ternyata banyak sekali yang tidak puas,,, langsung aku batal update..... aplikasi Negara ko Gini amat😌",1,Negatif,update aplikasi sekalian mampir di ulasan buat baca ternyata ohhh ternyata banyak sekali yang tidak puas langsung aku batal update aplikasi negara ko gini amat
gak guna sih,5,Positif,tidak guna sih
AMAN ? GA LAH DATA DIGITAL INDONESIA GA AMAN jangan download daripada di salahgunakan .. orang ga pernah pinjol tiba2 ada tagihan atas nama pribadi kan konyol !!,1,Negatif,aman ga lah data digital indonesia ga aman jangan download daripada di salahgunakan orang ga pernah pinjol tiba ada tagihan atas nama pribadi kan konyol
bagus,5,Positif,bagus
katanya online kok masih pendaftaran offline,1,Negatif,katanya online kok masih pendaftaran offline
"login mau bikin akun, tapi nik sudah digunakan diperangkat lain... apa maksudnya?!! saya belum pernah login di aplikasi ini!!! kalau ga pintar jangan bikin aplikasi... don90",1,Negatif,login mau bikin akun tapi nik sudah digunakan diperangkat lain apa maksudnya saya belum pernah login di aplikasi ini kalau ga pintar jangan bikin aplikasi don
"Tambahan, untuk dokumen seperti KTP dan KK seharusnya bisa di download dengan format PDF.",4,Positif,tambahan untuk dokumen seperti ktp dan kk seharusnya bisa di download dengan format pdf
jelek,1,Negatif,jelek
cukup bagus,5,Positif,cukup bagus
lama lodingnya,1,Negatif,lama lodingnya
lemot,1,Negatif,lemot
sangat membantu,5,Positif,sangat membantu
pin nya tidak sama,1,Negatif,pin nya tidak sama
oke,5,Positif,oke
good,4,Positif,good
sangat bagus,5,Positif,sangat bagus
aplikasi tidak berguna,1,Negatif,aplikasi tidak berguna
sangat membantu saya banget,5,Positif,sangat membantu saya banget
nice,5,Positif,nice
"aplikasi gak berguna, masuk error trus. padahal aplikasi pemerintah",1,Negatif,aplikasi tidak berguna masuk error trus padahal aplikasi pemerintah
lebih simpel cepat dan praktis ke,5,Positif,lebih simpel cepat dan praktis ke
photonya ribet GK bisa bisa,2,Negatif,photonya ribet tidak bisa bisa
"aplikasi macam apa ini, mau login aja harus masukin foto, nggak bisa pula.",1,Negatif,aplikasi macam apa ini mau login saja harus masukin foto tidak bisa pula
bagus dan terbantu saat moment tertengu,5,Positif,bagus dan terbantu saat moment tertengu
gak bisa di print out datanya jd cukup bintang 1 aja,1,Negatif,tidak bisa di print out datanya jadi cukup bintang saja
setelah pembaruan... harus masuk akun lg... trus harus swaphoto wajah... tapi pas ngambil photo tidak memproses sama sekali... alhasil... Alhamdulillah sampai sekarang sudah setahun berlalu... mau Urus ke dukcapil tapi belum bisa pulang karena kontrak kerja belum selesai... kalian bekerja di pemerintahan itu untuk mempermudah masyarakat bukan mempersulit... tolonglah kerja yang bener... gaji kami tiap bulan dipotong pajak loh buat bayar kalian kerja...,1,Negatif,setelah pembaruan harus masuk akun lg trus harus swaphoto wajah tapi pas ngambil photo tidak memproses sama sekali alhasil alhamdulillah sampai sekarang sudah setahun berlalu mau urus ke dukcapil tapi belum bisa pulang karena kontrak kerja belum selesai kalian bekerja di pemerintahan itu untuk mempermudah masyarakat bukan mempersulit tolonglah kerja yang bener gaji kami tiap bulan dipotong pajak loh buat bayar kalian kerja
"iya aneh stelah aku TDK BS login lama, eh tiba2 data ankku di KK ku hilang, aneh kan pdhl aku & ankku warga Surabaya, Gmn ini Dispenduk Surabaya tolong balikin data ankku di KK ku Jgn suka ngambil data org sembarangan, data di KK org itu hak org, wong aku ibu kandung ankku, asli org Surabaya, seenaknya aja hilangkan atau pindah data di KK ku tanpa ijin aku, stelah aplikasi ini sulit aku buka. Tanggung Jawab donk Dispenduk Surabaya, CPT balikin data ankku di KK ku",1,Negatif,iya aneh stelah aku tidak bisa login lama eh tiba data ankku di kk ku hilang aneh kan pdhl aku ankku warga surabaya gmn ini dispenduk surabaya tolong balikin data ankku di kk ku jgn suka ngambil data org sembarangan data di kk org itu hak org wong aku ibu kandung ankku asli org surabaya seenaknya saja hilangkan atau pindah data di kk ku tanpa ijin aku stelah aplikasi ini sulit aku buka tanggung jawab donk dispenduk surabaya cpt balikin data ankku di kk ku
"aplikasi gagal.. ga berfungsi.. namanya aplikasi online, seharusnya bisa dong daftar online juga.. penyebab Indonesia ga pernah maju, ya gini kebanyakan peraturan",1,Negatif,aplikasi gagal ga berfungsi namanya aplikasi online seharusnya bisa dong daftar online juga penyebab indonesia ga pernah maju ya gini kebanyakan peraturan
aplikasi ribet tolol percuma buat aplikasi kalo tetep harus ke dukcapil buat dapet kode Qr nya,1,Negatif,aplikasi ribet tolol percuma buat aplikasi kalau tetep harus ke dukcapil buat dapet kode qr nya
sangat membantu masyarakat seperti saya yg ada di perantauan u mengurus dokumen pribadi terima kasih,5,Positif,sangat membantu masyarakat seperti saya yang ada di perantauan u mengurus dokumen pribadi terima kasih
"bagus sekali, tapi bagi orang² yg sdah lansia seperti saya, kadang suka lupa PIN dan terpaksa bolak balik ke Kecamatan lagi. Bisakah diringkas lebih praktis bagi yg lupa PINnya, tanpa harus bertatap muka lagi dgn petugas² Kecamatan/ Disdukcapil ?",5,Positif,bagus sekali tapi bagi orang² yang sdah lansia seperti saya kadang suka lupa pin dan terpaksa bolak balik ke kecamatan lagi bisakah diringkas lebih praktis bagi yang lupa pinnya tanpa harus bertatap muka lagi dengan petugas² kecamatan disdukcapil
jelek,1,Negatif,jelek
"aplikasi jelek, sudah pernah daftar dan login, giliran beberapa bulan mau login lagi susahnya minta ampun katanya PIN salah, dan gak ada fitur buat ganti pin atau lupa pin",1,Negatif,aplikasi jelek sudah pernah daftar dan login giliran beberapa bulan mau login lagi susahnya minta ampun katanya pin salah dan tidak ada fitur buat ganti pin atau lupa pin
"Kagak bisa login sistem kocak sekelas, pemerintahan",1,Negatif,kagak bisa login sistem kocak sekelas pemerintahan
Ngga berguna,5,Positif,ngga berguna
kirain sinyal gw taunya emang gitu,1,Negatif,kirain sinyal saya taunya emang gitu
"kepala keluarga yg terdaftar di akun ikd di berikan akses menambah dokumen kependudukan seperti Akte lahir anak, akte lahir suami/istri, ktp anak, ktp suami/istri secara mandiri",5,Positif,kepala keluarga yang terdaftar di akun ikd di berikan akses menambah dokumen kependudukan seperti akte lahir anak akte lahir suamiistri ktp anak ktp suamiistri secara mandiri
mantap ga perlu bawa kmana mna KTP nya,5,Positif,mantap ga perlu bawa kmana mna ktp nya
susah loading masuknya. mental terus. pemerintah kalau bikin aplikasi ada aja kendalanya. ga belajar dari yg sudah².,1,Negatif,susah loading masuknya mental terus pemerintah kalau bikin aplikasi ada saja kendalanya ga belajar dari yang sudah²
"""Tahun 2026"" pendaftaran masih OFFline..⁉️ Saya rasa kurang relevan..🤔dijaman serba OnLine.. Mungkinkah Software Developernya kurang Gaul Teknologi..⁉️🤔 Saya turut perihatin..🥴",1,Negatif,tahun pendaftaran masih offline saya rasa kurang relevandijaman serba online mungkinkah software developernya kurang gaul teknologi saya turut perihatin
"baru juga di update,malah gabisa di buka. loading lama setelah muncul bertuliskan ""TERJADI KEGAGALAN KONEKSI TERPUTUS"" sebelum update bisa di buka.",1,Negatif,baru juga di updatemalah gabisa di buka loading lama setelah muncul bertuliskan terjadi kegagalan koneksi terputus sebelum update bisa di buka
"App busuk, mau scan KK di alihkan di app ini. dan app ini sangat berbelit². dan ujung²nya ada keterangan *request error*. app gak guna, buang² waktumu saja kawaaannn.",1,Negatif,app busuk mau scan kk di alihkan di app ini dan app ini sangat berbelit² dan ujung²nya ada keterangan request error app tidak guna buang² waktumu saja kawaaannn
satu data,5,Positif,satu data
tidak kompatibel dengan android 16.,2,Negatif,tidak kompatibel dengan android
"aplikasi ga jelas org jelas"" udah pernah buat ketika mau masuk malah gabisa data tidak sesuai kan aneh hoooaaammm payah",1,Negatif,aplikasi ga jelas org jelas sudah pernah buat ketika mau masuk malah gabisa data tidak sesuai kan aneh hoooaaammm payah
sangat membantu dalam meng online kan kk,5,Positif,sangat membantu dalam meng online kan kk
buruk,1,Negatif,buruk
sangat tidak membantu,1,Negatif,sangat tidak membantu
pelayan buruk. menyulitkan dan menyusahkan,1,Negatif,pelayan buruk menyulitkan dan menyusahkan
"setiap mau swapoto gagal terus selalu suruh ulang ga pernah berhasil, aplikasi negara payah",1,Negatif,setiap mau swapoto gagal terus selalu suruh ulang ga pernah berhasil aplikasi negara payah
"tolong pengembang, masa udah login verifikasi foto berkali"" gak jadi. tolong diperbaiki!!!",1,Negatif,tolong pengembang masa sudah login verifikasi foto berkali tidak jadi tolong diperbaiki
katanya privasi tapi kok bisa bocor datanya kemarin ada orang dari jamsostek kenapa bisa tau saya padahal nggak daftar jamsostek,1,Negatif,katanya privasi tapi kok bisa bocor datanya kemarin ada orang dari jamsostek kenapa bisa tau saya padahal tidak daftar jamsostek
ok,5,Positif,ok
"ribet, ujung2ny d suruh offline, trus ap guna ny apk ini! tl0I",1,Negatif,ribet ujungny d suruh offline trus ap guna ny aplikasi ini tli
kenapa pelayanan di aplikasi sangat lama . padahal sering kali di butuhkan untuk keperluan kerjaan,1,Negatif,kenapa pelayanan di aplikasi sangat lama padahal sering kali di butuhkan untuk keperluan kerjaan
kenapa kalian ingin sekali memiliki akses foto dan video?? privasi tetap privasi bukan konsumsi pemerintah. harus ada ijin akses folder galeri agar bisa login.,1,Negatif,kenapa kalian ingin sekali memiliki akses foto dan video privasi tetap privasi bukan konsumsi pemerintah harus ada ijin akses folder galeri agar bisa login
baik,5,Positif,baik
sangat memuaskan dengan aplikasi serba canggih mudah diakses. terimakasih kpd Yth. kepada pa pres. wakil. staf. pa mentri. atas kmudahan yg kami dapat slama ini. berbagai fitur yg disediakan. sangatlah mudah bagi kami. sekian. trimakasih. wasalam,5,Positif,sangat memuaskan dengan aplikasi serba canggih mudah diakses terimakasih kpd yth kepada pa pres wakil staf pa mentri atas kmudahan yang kami dapat slama ini berbagai fitur yang disediakan sangatlah mudah bagi kami sekian trimakasih wasalam
ribet,1,Negatif,ribet
mantap,4,Positif,mantap
"ga bisa di buka, aplikasi sesat, udah apa2 aplikasi tpi bsuk semua aplikasi dr pemerintah",1,Negatif,ga bisa di buka aplikasi sesat sudah apa aplikasi tpi bsuk semua aplikasi dari pemerintah
aplikasi tidak bisa di gunakan..lemot bngt,1,Negatif,aplikasi tidak bisa di gunakanlemot bngt
"kalo ujung² nya buat identitas di kantor ngapain pake online segala, mending offline ajah sampe jadi 😂 ribet amat",1,Negatif,kalau ujung² nya buat identitas di kantor ngapain pakai online segala mending offline ajah sampe jadi ribet amat
buruk bgtttt,1,Negatif,buruk bgtttt
asal jadi amplikasi dukcapil,1,Negatif,asal jadi amplikasi dukcapil
kurang baguss,1,Negatif,kurang baguss
min tolong di perangkat hp vivo apk ini tidak bisa di download. tolonglah pihak terkait perbaiki apknya,2,Negatif,min tolong di perangkat hp vivo aplikasi ini tidak bisa di download tolonglah pihak terkait perbaiki apknya
APLIKASI SAMPAH!!!,1,Negatif,aplikasi sampah
tidak bisa tambahkan Anak bayi baru lahir,1,Negatif,tidak bisa tambahkan anak bayi baru lahir
"curiga saya, aplikasiini meminta izin akses audio dan musik. maunyadap?",1,Negatif,curiga saya aplikasiini meminta izin akses audio dan musik maunyadap
baik,5,Positif,baik
Saya masih tidak tahu kegunaan aplikasi ini. Semua dibuat serba digital tapi Foto KTP ataupun KK tidak bisa diunduh ataupun diss.,1,Negatif,saya masih tidak tahu kegunaan aplikasi ini semua dibuat serba digital tapi foto ktp ataupun kk tidak bisa diunduh ataupun diss
"jaman sekarang,daftar masih offline aja",1,Negatif,jaman sekarangdaftar masih offline saja
sangat bagus,5,Positif,sangat bagus
yang di maksud barcode itu barcode apa ya soalnya KTP saya blm ada barcode,2,Negatif,yang di maksud barcode itu barcode apa ya soalnya ktp saya belum ada barcode
"kinerja petugasnya lelet, tahapan pengajuan lama x.",1,Negatif,kinerja petugasnya lelet tahapan pengajuan lama x
aplikasi ampas,1,Negatif,aplikasi ampas
sangat membantu,5,Positif,sangat membantu
"apk gjls bet dah, ga guna nyusahin masa pas suruh potret wajah nya udah pas udah bisa kok malah ga berjalan gjls",1,Negatif,aplikasi gjls bet dah ga guna nyusahin masa pas suruh potret wajah nya sudah pas sudah bisa kok malah ga berjalan gjls
mantap. semoga bermanfaat,5,Positif,mantap semoga bermanfaat
"aplikasi macam apa ini, cuma buang-buang anggaran",1,Negatif,aplikasi macam apa ini cuma buangbuang anggaran
"mudah pemakaiannya, cuma sering tidak bisa digunakan",5,Positif,mudah pemakaiannya cuma sering tidak bisa digunakan
GK bisa dibuka,1,Negatif,tidak bisa dibuka
"katanya digitalisasi, tetep harus berhadapan dulu wkwk",1,Negatif,katanya digitalisasi tetep harus berhadapan dulu wkwk
ini app tak guna bukanya mempermudah tp mempersulit dan buang buang angaran doang,1,Negatif,ini app tak guna bukanya mempermudah tapi mempersulit dan buang buang angaran doang
"aplikasi penyulit masyarakat bawah, gak bisa dibuat 2 nama keluarga dalam 1 hp karena imei/ip address sudah kebaca",1,Negatif,aplikasi penyulit masyarakat bawah tidak bisa dibuat nama keluarga dalam hp karena imeiip address sudah kebaca
