content,score,sentiment,cleaned_content
"TIDAK BISA DI AKSES, INI APLIKASI GIMANA SI? MELALUI WEB DIARAHKAN KE APLIKASI, NAMUN DI APLIKASI SELALU EROR. TOLONG SEGERA DIKONFIRMASI",2,Negatif,tidak bisa di akses ini aplikasi gimana si melalui web diarahkan ke aplikasi namun di aplikasi selalu eror tolong segera dikonfirmasi
aplikasi aneh sudah update terbaru ga bisa login aneh banget ini,2,Negatif,aplikasi aneh sudah update terbaru ga bisa login aneh banget ini
aplikasi ga berguna orang baru download mau daftar susah banget gimana mau CKG 😡😡😡,1,Negatif,aplikasi ga berguna orang baru download mau daftar susah banget gimana mau ckg
"maaf aplikasi kurang jelas , data yang terdaftar pakai nomor telepon bukan data saya sendiri, kecewa dengan aplikasi ini",1,Negatif,maaf aplikasi kurang jelas data yang terdaftar pakai nomor telepon bukan data saya sendiri kecewa dengan aplikasi ini
ga ada kota Banjarbaru disini,1,Negatif,ga ada kota banjarbaru disini
sangat puas,5,Positif,sangat puas
LOGIN SULIT BANGET KESALAHAN PADA PIN JELAS JELAS PIN YANG SAYA TERAPKAN UDAH BENAR,1,Negatif,login sulit banget kesalahan pada pin jelas jelas pin yang saya terapkan sudah benar
petugas medis dari Puskesmas Cikupa sangat respon terhadap pasien.,2,Negatif,petugas medis dari puskesmas cikupa sangat respon terhadap pasien
aplikasinya mudah dan komunikatif,5,Positif,aplikasinya mudah dan komunikatif
"saya baru pertama kali isntal aplikasinya tapi kok pas mau buat akun malah sudah terdaftar, mohon penjelasannya",4,Positif,saya baru pertama kali isntal aplikasinya tapi kok pas mau buat akun malah sudah terdaftar mohon penjelasannya
Makasih,5,Positif,makasih
"aplikasi yg dibuat untuk kepentingan umum dan dibiayai negara, banyak komentar bintang ⭐ apa hanya seperti ini saja upaya pemerintah untuk masyarakat umum!!!, kalah dengan aplikasi swasta ?",5,Positif,aplikasi yang dibuat untuk kepentingan umum dan dibiayai negara banyak komentar bintang apa hanya seperti ini saja upaya pemerintah untuk masyarakat umum kalah dengan aplikasi swasta
daftar pakai nomor ga bisa padahal nomor yg didaftarkan sama dengan yg sekarang,1,Negatif,daftar pakai nomor ga bisa padahal nomor yang didaftarkan sama dengan yang sekarang
keren,5,Positif,keren
membantu,5,Positif,membantu
Aplikasi tidak efektif,1,Negatif,aplikasi tidak efektif
sehat selalu untuk rakyat,5,Positif,sehat selalu untuk rakyat
"Ngeselin, kalo gak diperbaharui gak bisa dibuka.",2,Negatif,ngeselin kalau tidak diperbaharui tidak bisa dibuka
"jalani, nikmati & syukuri itulah bahagia",5,Positif,jalani nikmati syukuri itulah bahagia
lemot sekali,1,Negatif,lemot sekali
bgs sekali,4,Positif,bgs sekali
terlalu ribet termasuk login,2,Negatif,terlalu ribet termasuk login
gk niat bikin apk ini banyak bug nya,1,Negatif,tidak niat bikin aplikasi ini banyak bug nya
"untuk anak yg masih pelajar, susah bgt pas milih jenjang sekolahnya",1,Negatif,untuk anak yang masih pelajar susah banget pas milih jenjang sekolahnya
menjahit baju gamis sama sragam anak sekolah,5,Positif,menjahit baju gamis sama sragam anak sekolah
Gak penting juga download aplikasi begini,1,Negatif,tidak penting juga download aplikasi begini
"akun tiba² gk bisa di buka, saat pilih lupa pin dan di suruh memasukan no yg di kirim ke email gk bisa",1,Negatif,akun tiba² tidak bisa di buka saat pilih lupa pin dan di suruh memasukan no yang di kirim ke email tidak bisa
lupa sandi kode udah masuk salah 🥱🥱,1,Negatif,lupa sandi kode sudah masuk salah
ga bisa login..padahal udh masukin pin yg benar,1,Negatif,ga bisa loginpadahal sudah masukin pin yang benar
apk apaan buat ngisi jenjang pendidikan aja gabisa,1,Negatif,aplikasi apaan buat ngisi jenjang pendidikan saja gabisa
makin konyol aja ni aplikasi mau lihat vaksin aja hrs repot verifikasi,1,Negatif,makin konyol saja ni aplikasi mau lihat vaksin saja hrs repot verifikasi
"aplikasi mempersulit.. kok bisa nama ga sesuai di nik terdaftar, padahal untuk yang lain sesuai. bukannya dimasukin ke database ya waktu bikin ktp? bikin kerja 2x. mana harus ke app identitas kependudukan digital dan harus offline juga, ribet bgt sumpah. ini saya nulis gini juga gabakal dibaca apalagi di dengar",1,Negatif,aplikasi mempersulit kok bisa nama ga sesuai di nik terdaftar padahal untuk yang lain sesuai bukannya dimasukin ke database ya waktu bikin ktp bikin kerja x mana harus ke app identitas kependudukan digital dan harus offline juga ribet banget sumpah ini saya nulis gini juga gabakal dibaca apalagi di dengar
"Tidak bisa ubah (hapus) akun, karena awal buat 1 akun (hp + email) untuk 2 orang, saya mau ubah 1 akun untuk 1 orang untuk isi tgl lahir tidak bisa, di ulang ulang sampai tangan kriting tetap tidak bisa.",5,Positif,tidak bisa ubah hapus akun karena awal buat akun hp email untuk orang saya mau ubah akun untuk orang untuk isi tgl lahir tidak bisa di ulang ulang sampai tangan kriting tetap tidak bisa
"Dimta update, tapi setelah update kok malah ngga bisa masuk lagi....",1,Negatif,dimta update tapi setelah update kok malah ngga bisa masuk lagi
"aplikasi sampah, kirim pengaduan juga lelet, disini juga bot yg respon tapi respon nya sama semua",1,Negatif,aplikasi sampah kirim pengaduan juga lelet disini juga bot yang respon tapi respon nya sama semua
anjayy,5,Positif,anjayy
"app pemerintah full lawak, buang2 anggara aja🤬🤬🤬",1,Negatif,app pemerintah full lawak buang anggara saja
"pelayanan nya ok bagus,,,",5,Positif,pelayanan nya ok bagus
"gagal terus gak bisa masuk, padahal akun lama, sudah masukkan kode verifikasi dari wa gak bisa juga, pakai identitas kependudukan digital gak mau jg",1,Negatif,gagal terus tidak bisa masuk padahal akun lama sudah masukkan kode verifikasi dari wa tidak bisa juga pakai identitas kependudukan digital tidak mau jg
"aplikasi gagal ini, mau masuk pakai nomor HP saat masukin pin selalu gagal padahal udh benar, klik lupa akun saat masukin kode verifikasi dari WA malah gagal, parah...",1,Negatif,aplikasi gagal ini mau masuk pakai nomor hp saat masukin pin selalu gagal padahal sudah benar klik lupa akun saat masukin kode verifikasi dari wa malah gagal parah
good,5,Positif,good
"aneh aplikasinya sudah di download ga bisa di verifikasi,,no ktp ga konek"" pergi ke faskes sudah tidak aplikasi nya,,",1,Negatif,aneh aplikasinya sudah di download ga bisa di verifikasino ktp ga konek pergi ke faskes sudah tidak aplikasi nya
"parah masuk ngak bisa, daftar ngka bisa,",1,Negatif,parah masuk ngak bisa daftar ngka bisa
sangat bermanfaat,5,Positif,sangat bermanfaat
kok gak bisa dibuka ya Apl SATU SEHAT,1,Negatif,kok tidak bisa dibuka ya apl satu sehat
"aplikasinya jelek banget,, tidak bisa bantu follow up jika terjadi kesalahan",1,Negatif,aplikasinya jelek banget tidak bisa bantu follow up jika terjadi kesalahan
kenapa tidak bisa mengunduh sertifikat vaksin?,1,Negatif,kenapa tidak bisa mengunduh sertifikat vaksin
punya gua gabisa liat hasil vaksin nya,1,Negatif,punya gua gabisa liat hasil vaksin nya
ini gimanaa saya download sertifikat vaksin gabisa bisa,1,Negatif,ini gimanaa saya download sertifikat vaksin gabisa bisa
mau verifikasi profil untuk lihat rekaman medis gak bisa ! tolong diperbaiki,2,Negatif,mau verifikasi profil untuk lihat rekaman medis tidak bisa tolong diperbaiki
"up date ya up date setiap up date selalu minta login melulu,akhir nya lupa akun,akhir nya tidak bisa di gunakan",1,Negatif,up date ya up date setiap up date selalu minta login meluluakhir nya lupa akunakhir nya tidak bisa di gunakan
Useless app. Get health check up and I can't see it right away. Only doctor can see the result. She said just wait and see for the result. I hate this. Not recommended to get free checking if it's just basic stuff on stupid clinic. Seems like government want to collect data and harvest it for something basic offer.,1,Negatif,useless app get health check up and i cant see it right away only doctor can see the result she said just wait and see for the result i hate this not recommended to get free checking if its just basic stuff on stupid clinic seems like government want to collect data and harvest it for something basic offer
gk jelas alamat skolah sm alamt tigal tidak d temukan terus . aplikasi gk jelas,1,Negatif,tidak jelas alamat skolah sm alamt tigal tidak d temukan terus aplikasi tidak jelas
aplikasi beban doank...,1,Negatif,aplikasi beban doank
sampah,1,Negatif,sampah
"awal² bisa di akses, sekarang malah harus login lagi dan harus milih tema tapi loading terus, solusinya gimana ya? pdhl sudh di uninstal tapi tetep aja",2,Negatif,awal² bisa di akses sekarang malah harus login lagi dan harus milih tema tapi loading terus solusinya gimana ya pdhl sudh di uninstal tapi tetep saja
sertifikat vaksi tidak bisa diunduh,1,Negatif,sertifikat vaksi tidak bisa diunduh
Ok,1,Negatif,ok
"aneh bgt ini dah apk, mau liat sertifikat vaksin ga bisa2 heran udah email berkali2 jwbnya masih ada pemeliharaan terus lama bgt, mana malah disuruh ngecek sendiri di puskesmas buat data vaksin nya gajelas bgttt",1,Negatif,aneh banget ini dah aplikasi mau liat sertifikat vaksin ga bisa heran sudah email berkali jwbnya masih ada pemeliharaan terus lama banget mana malah disuruh ngecek sendiri di puskesmas buat data vaksin nya gajelas bgttt
"gak bisa masuk akun, biasanya bisa",1,Negatif,tidak bisa masuk akun biasanya bisa
informatif,5,Positif,informatif
"mau lihat tiket pemeriksaan saja susah, dr tadi loding terus",1,Negatif,mau lihat tiket pemeriksaan saja susah dari tadi loding terus
aplikasi crash tidak bisa login otp salah terus,1,Negatif,aplikasi crash tidak bisa login otp salah terus
Bintang 1 Karena Bikin kesal,1,Negatif,bintang karena bikin kesal
"menu tiket pemeriksaan loading terussss,,",2,Negatif,menu tiket pemeriksaan loading terussss
"kenapa pas halaman daftar pemeriksaan gratisnya loading terus. Padahal saya mau daftar, mumpung ulang tahun. nanti lewat bulan pasti ga bisa lagi. Apa programnya sdh tdk ada? Bukannya itu programnya Bapak Presiden?",1,Negatif,kenapa pas halaman daftar pemeriksaan gratisnya loading terus padahal saya mau daftar mumpung ulang tahun nanti lewat bulan pasti ga bisa lagi apa programnya sudah tidak ada bukannya itu programnya bapak presiden
"banyak error ketika login dan sekarang tidak bisa login, aplikasi sering logout sendiri",1,Negatif,banyak error ketika login dan sekarang tidak bisa login aplikasi sering logout sendiri
"Aplikasinya tidak dapat digunakan, sudah memasukkan kode OTP berkali-kali namun tidak bisa login. Mohon solusinya.",2,Negatif,aplikasinya tidak dapat digunakan sudah memasukkan kode otp berkalikali namun tidak bisa login mohon solusinya
"ini aplikasi kenapa sih salah pin segala padahal udah bener, coba ikutin lupa pin, terus udah verif email segala dll, udah buat ulang pin ..masih aja salah .. aneh padahal lagi urgent banget diperlukan tolong diperbaiki lagi kedepannya terimakasih",1,Negatif,ini aplikasi kenapa sih salah pin segala padahal sudah bener coba ikutin lupa pin terus sudah verif email segala dll sudah buat ulang pin masih saja salah aneh padahal lagi urgent banget diperlukan tolong diperbaiki lagi kedepannya terimakasih
"aplikasi yg sangat ribet, susah di pencet dengan alasan koneksi internet. internet data harga mahal tapi koneksi paling lemot.",1,Negatif,aplikasi yang sangat ribet susah di pencet dengan alasan koneksi internet internet data harga mahal tapi koneksi paling lemot
sertifikat vaksin sudah ada tapi tertera tidak bisa di unduh,1,Negatif,sertifikat vaksin sudah ada tapi tertera tidak bisa di unduh
sering eror di bagian kode OTP/kode OTP tidak valid masu masuk susah nya minta ampun,1,Negatif,sering eror di bagian kode otpkode otp tidak valid masu masuk susah nya minta ampun
aplikasi tolol,1,Negatif,aplikasi tolol
lupa email dan nomor hp . jadi ga bisa login . klik menu daftar . tapi sudah terdaftar . jadi haru bagaiman ????,5,Positif,lupa email dan nomor hp jadi ga bisa login klik menu daftar tapi sudah terdaftar jadi haru bagaiman
gak bisa login pake akun doang dih,1,Negatif,tidak bisa login pakai akun doang dih
"aplikasi negara kah ini? klo iya knp gangguan mulu si, heran",1,Negatif,aplikasi negara kah ini kalau iya knp gangguan mulu si heran
"Aku belum cek kesehatan gratis, tapi kenapa malah sudah ada hasil pemeriksaannya, di puskesmas tanjung sari Surabaya? jadi aku nggak bisa cek lagi kan? jadi ini solusinya gimana? belum cek kesehatan kok sudah ada hasilnya?",1,Negatif,aku belum cek kesehatan gratis tapi kenapa malah sudah ada hasil pemeriksaannya di puskesmas tanjung sari surabaya jadi aku tidak bisa cek lagi kan jadi ini solusinya gimana belum cek kesehatan kok sudah ada hasilnya
ini apk apaan otp dikirim benar ga sesuai terus cara masuk nya gmna? gejelas,1,Negatif,ini aplikasi apaan otp dikirim benar ga sesuai terus cara masuk nya gmna gejelas
tiba² logout sendiri dan tidak bisa login lagi. semua cara sudah dicoba sampai uninstall app. bagaimana kinerja IT nya? sekelas app kementerian lho ini. sinkronisasi data saja tidak mampu,1,Negatif,tiba² logout sendiri dan tidak bisa login lagi semua cara sudah dicoba sampai uninstall app bagaimana kinerja it nya sekelas app kementerian lho ini sinkronisasi data saja tidak mampu
"APLIKASI BUSUK, LOGIN GABISA, FORGOT PASSWORD GABISA, KORUPSI AJA TERUS",1,Negatif,aplikasi busuk login gabisa forgot password gabisa korupsi saja terus
"Aplikasi ini malah bikin ribet....karena tidak semua lansia bisa menggunakan hp dan belum tentu semua lansia punya hp ...jadi kalau membuat peraturan/kebijakan tolong difikirkan yang matang2...kita rakyat sudah susah,jangan di tambahin lagi ...",1,Negatif,aplikasi ini malah bikin ribetkarena tidak semua lansia bisa menggunakan hp dan belum tentu semua lansia punya hp jadi kalau membuat peraturankebijakan tolong difikirkan yang matangkita rakyat sudah susahjangan di tambahin lagi
"aplikasi gk jelas, program cek gratis gak jelas juga... program cek gratis di WA ada banyak, setelah sampai di puskesmas cuma dapat cek tinggi, berat, tekanan darah dan kolestrol, setelah itu disuruh pulang tanpa ada konsultasi. hasil akan masuk di aplikasi. sudah 1 bulan gak ada hasil diaplikasi, ya udah uninstal aja... untuk pelayanan dipuskesmas, setelah tahu mau ikut program gratis, saya merasa kyk gk dianggap... setiap ada pertanyaan malah saling lempar...",1,Negatif,aplikasi tidak jelas program cek gratis tidak jelas juga program cek gratis di wa ada banyak setelah sampai di puskesmas cuma dapat cek tinggi berat tekanan darah dan kolestrol setelah itu disuruh pulang tanpa ada konsultasi hasil akan masuk di aplikasi sudah bulan tidak ada hasil diaplikasi ya sudah uninstal saja untuk pelayanan dipuskesmas setelah tahu mau ikut program gratis saya merasa kyk tidak dianggap setiap ada pertanyaan malah saling lempar
semoga semakin bagus baik,5,Positif,semoga semakin bagus baik
"Akun saya tiba-tiba tidak dapat di buka,sudah masukkan pass tapi tetap salah. coba pakai kode otp masih juga tidak bisa mengakses,padahal itu kode otp yang baru masuk. dikatakan tidak valid,saya sudah mencoba beberapa kali masih seperti itu juga. tidak dapat login padahal apk juga sudah upg ke yang paling baru. entah dimana salahnya juga tidak yakin,padahal saya ingin melihat report dari CKG di bulan mei kemarin. terakhir seingat saya bisa login di bulan juli-agt tapi blm ada hasil report sm skl",1,Negatif,akun saya tibatiba tidak dapat di bukasudah masukkan pass tapi tetap salah coba pakai kode otp masih juga tidak bisa mengaksespadahal itu kode otp yang baru masuk dikatakan tidak validsaya sudah mencoba beberapa kali masih seperti itu juga tidak dapat login padahal aplikasi juga sudah upg ke yang paling baru entah dimana salahnya juga tidak yakinpadahal saya ingin melihat report dari ckg di bulan mei kemarin terakhir seingat saya bisa login di bulan juliagt tapi belum ada hasil report sm skl
sudah masukan email dgn benar malah tidak bisa log in,1,Negatif,sudah masukan email dengan benar malah tidak bisa log in
aplikasinya bagus. bnyak fitur kesehatannya. mantap,5,Positif,aplikasinya bagus bnyak fitur kesehatannya mantap
login ngga bisa2,1,Negatif,login ngga bisa
"Teuing ,meni rarudettt , bintang 1 ,neangan ngaran sakola meni KA eweh Jeung kelas naaa",1,Negatif,teuing meni rarudettt bintang neangan ngaran sakola meni ka eweh jeung kelas naaa
"ini kenapa saya masuk mau cek sertifikat vaksin saya yg keluar malah sertifikat vaksin orang tua saya ya bukan saya????tolong donk bantu,mau saya cetak buat perlengkapan",4,Positif,ini kenapa saya masuk mau cek sertifikat vaksin saya yang keluar malah sertifikat vaksin orang tua saya ya bukan sayatolong donk bantumau saya cetak buat perlengkapan
lu bikin app kok gini sih pak,1,Negatif,kamu bikin app kok gini sih pak
"pancingannya, periksa gratis... suruh install aplikasi ini, ngisi data pribadi banyak beneer... Apakah ada jaminan data pribadi kita aman?... klopun bocor kita g bs nuntut!...",1,Negatif,pancingannya periksa gratis suruh install aplikasi ini ngisi data pribadi banyak beneer apakah ada jaminan data pribadi kita aman klopun bocor kita g bisa nuntut
udah masukin OTP yang dikirim masa gak valid. Heran salah dimananya,1,Negatif,sudah masukin otp yang dikirim masa tidak valid heran salah dimananya
helpdesk dimana nya tolong diperbaiki aplikasinya,1,Negatif,helpdesk dimana nya tolong diperbaiki aplikasinya
"payah,udah gk bisa masuk,lupa pin,dah dapat otp,udah masukkan kode tapi katanya salah,udah 2bulan tapi tidak ada perubahan,kirim pengaduan melalui email pun tidak ada solusi",1,Negatif,payahudah tidak bisa masuklupa pindah dapat otpudah masukkan kode tapi katanya salahudah bulan tapi tidak ada perubahankirim pengaduan melalui email pun tidak ada solusi
"banyak fitur yang jelek dan susah dipencet,lalu informasi banyak yang nggak lengkap, saya mau verifikasi data diri, yang jenjang siswa sudah saya isi, tapi ternyata pas saya isi kolom lain jenjangnya terhapus dan harus mengulangi tapi pas saya mau isi ulang ternyata eror nggak bisa di buka, lokasi sekolah juga banyak yang nggak lengkap , saya mau isi nama sekolah saya tapi nggak ada, aplikasi kurang bagus. tombol verifikasi nya juga bermasalah.",1,Negatif,banyak fitur yang jelek dan susah dipencetlalu informasi banyak yang tidak lengkap saya mau verifikasi data diri yang jenjang siswa sudah saya isi tapi ternyata pas saya isi kolom lain jenjangnya terhapus dan harus mengulangi tapi pas saya mau isi ulang ternyata eror tidak bisa di buka lokasi sekolah juga banyak yang tidak lengkap saya mau isi nama sekolah saya tapi tidak ada aplikasi kurang bagus tombol verifikasi nya juga bermasalah
"gabisa login terus heran, udah install berkali kali juga tetep aja gabisa.",1,Negatif,gabisa login terus heran sudah install berkali kali juga tetep saja gabisa
tidak Bisa masuk,1,Negatif,tidak bisa masuk
"gak bisa login, padahan pin udh bener, coba lupa pin ttp gk bisa. aplikasi buatan pemerintah gak ada yang bener, bugdet aja di gedein.",1,Negatif,tidak bisa login padahan pin sudah bener coba lupa pin ttp tidak bisa aplikasi buatan pemerintah tidak ada yang bener bugdet saja di gedein
gak bisa kembali akun lamaku,1,Negatif,tidak bisa kembali akun lamaku
"apk buatan budak boomer, sebelumnya fine² aja loh. Aku uninstall terus aku unduh mau login dibilang salah pin, minta kode ke email ke pesan udh ku masukin kode nya, permintaan anda tidak valid. Maksudnya apa gitu? PERBAIKI SISTEM NYA LAGI, PIN YANG KAMI PASANG ITU SUDAH SESUAI DENGAN YANG KAMI BUAT.",1,Negatif,aplikasi buatan budak boomer sebelumnya fine² saja loh aku uninstall terus aku unduh mau login dibilang salah pin minta kode ke email ke pesan sudah ku masukin kode nya permintaan anda tidak valid maksudnya apa gitu perbaiki sistem nya lagi pin yang kami pasang itu sudah sesuai dengan yang kami buat
"aplikasi sampah, login gk valid terus",1,Negatif,aplikasi sampah login tidak valid terus
om,5,Positif,om
mantap,5,Positif,mantap
"Alhamdulillah nemu aplikasi ini, bisa download sertifikat vaksin, lengkap. Tinggal unduh dan cetak. Mantab's. Semoga jadi amal jariyah prmbuatnya. Aamiin_🤲🏻",5,Positif,alhamdulillah nemu aplikasi ini bisa download sertifikat vaksin lengkap tinggal unduh dan cetak mantabs semoga jadi amal jariyah prmbuatnya aamiin_
apk tidak bisa login,2,Negatif,aplikasi tidak bisa login
saya login dn verifikasi dgn mail dn nom yg tlh terdaftar tetep gagal,1,Negatif,saya login dn verifikasi dengan mail dn nom yang tlh terdaftar tetep gagal
"Aplikasi Sampah. Sebelumnya bisa login, setelah update tak bisa masuk sama sekali.",1,Negatif,aplikasi sampah sebelumnya bisa login setelah update tak bisa masuk sama sekali
ok,5,Positif,ok
pilih mulu tpi gk bisa milih load trs. gk bisa masuk. unistal berkali2 sama aja. semua apk buatan pemerinth gk ad yg bener,1,Negatif,pilih mulu tpi tidak bisa milih load trs tidak bisa masuk unistal berkali sama saja semua aplikasi buatan pemerinth tidak ad yang bener
Good,5,Positif,good
"mau login,permintaan ga valid terus padahal kode dah sesuai",1,Negatif,mau loginpermintaan ga valid terus padahal kode dah sesuai
"Tolong pihak terkait memperbaiki aplikasi ini, ini menurut pengalaman saya sangat buruk keamannya, hanya dengan modal tahu nik bisa membuka aplikasi ini, jadi siapapun bisa buka, aneh sekali. Dan sering sekali gangguan, fitur tidak muncul, ini aplikasi pemerintah kan? tolong lebih serius diperhatikan",2,Negatif,tolong pihak terkait memperbaiki aplikasi ini ini menurut pengalaman saya sangat buruk keamannya hanya dengan modal tahu nik bisa membuka aplikasi ini jadi siapapun bisa buka aneh sekali dan sering sekali gangguan fitur tidak muncul ini aplikasi pemerintah kan tolong lebih serius diperhatikan
"aplikasi sampah login bolak balik buntu server error, makanya uang ngembangin aplikasi jangan di korupsi biar maksimal tolol",1,Negatif,aplikasi sampah login bolak balik buntu server error makanya uang ngembangin aplikasi jangan di korupsi biar maksimal tolol
"apk gak guna bet, loading lama baget sinyal juga bagus apk lemot",1,Negatif,aplikasi tidak guna bet loading lama baget sinyal juga bagus aplikasi lemot
"gajelas kenapa gabisa login saya udah CKG di puskesmas tapi gapernah muncul hasilnya dari puskesmas nya pun gaada konfirmasi apa-apa ke nomor wa saya, katanya program unggulan presiden tapi pelayanan nya jelek aplikasi nya eror terus, pastiin ga jadi akun judi online lagi ya min, awalnya seneng ada program CKG ulang tahun ini tapi pas coba dan rasain experience nya wah mantap bgt program unggulan presiden ini mantap bgt wkwkwk",1,Negatif,gajelas kenapa gabisa login saya sudah ckg di puskesmas tapi gapernah muncul hasilnya dari puskesmas nya pun gaada konfirmasi apaapa ke nomor wa saya katanya program unggulan presiden tapi pelayanan nya jelek aplikasi nya eror terus pastiin ga jadi akun judi online lagi ya min awalnya seneng ada program ckg ulang tahun ini tapi pas coba dan rasain experience nya wah mantap banget program unggulan presiden ini mantap banget wkwkwk
"hanying APK kok gini amat ya, ruwet",1,Negatif,hanying aplikasi kok gini amat ya ruwet
"mau coba daftar cek kesehatan gratis, tapi gak bisa2.. sudah coba berkali2 beda jam beda hari tetap masih gak bisa.. sebenarnya program nya masih ada gak sih????",1,Negatif,mau coba daftar cek kesehatan gratis tapi tidak bisa sudah coba berkali beda jam beda hari tetap masih tidak bisa sebenarnya program nya masih ada tidak sih
tolong perbaiki sdh coba berulang kali tetap tidak login dengan IKD,2,Negatif,tolong perbaiki sudah coba berulang kali tetap tidak login dengan ikd
"gak jelas, daftar brrkali2 giliran login salah kesalahan terus, maksudnya apa coba? trus fungsi ngelink sama KTP Digital apa coba kalau gak terhubung2 Berjam jam? ancur tolong perbaiki, jangan cuma bisa buat program tapi gak bisa jalanin dengan baik, kamu selaki wali Murid pening banget sama gebrakan2 para Mentri2 ini. ada aja gitu loh suruh un instal, hapus ini dan itu, yg salah tuh bukan dari kami nya, server Lo yg BUTUT jirrrrr. lu koreksi itu tiap komentar semua udah nututi apa yg di maksu",1,Negatif,tidak jelas daftar brrkali giliran login salah kesalahan terus maksudnya apa coba trus fungsi ngelink sama ktp digital apa coba kalau tidak terhubung berjam jam ancur tolong perbaiki jangan cuma bisa buat program tapi tidak bisa jalanin dengan baik kamu selaki wali murid pening banget sama gebrakan para mentri ini ada saja gitu loh suruh un instal hapus ini dan itu yang salah tuh bukan dari kami nya server lo yang butut jirrrrr kamu koreksi itu tiap komentar semua sudah nututi apa yang di maksu
Sangat bermanfaat untuk cek kesehatan dini,5,Positif,sangat bermanfaat untuk cek kesehatan dini
"Saya ingin mencoba cek kesehatan gratis bulan ini karena saya ulang tahun bulan ini. Tapi kenapa saat saya mengecek aplikasi ini, saya sudah dibilang selesai tes kesehatan pada tanggal 24 agustus 2025 yang saat itu saya masih tetep di rumah saya dan juga nomor yang dicantumkan ditiket tidak sesuai dengan nomor whatsaap saya.",1,Negatif,saya ingin mencoba cek kesehatan gratis bulan ini karena saya ulang tahun bulan ini tapi kenapa saat saya mengecek aplikasi ini saya sudah dibilang selesai tes kesehatan pada tanggal agustus yang saat itu saya masih tetep di rumah saya dan juga nomor yang dicantumkan ditiket tidak sesuai dengan nomor whatsaap saya
buggggg,1,Negatif,buggggg
"aplikasi ini lama lama kayak nya tidak ada guna nya,Satu keluarga tidak vaksin saja aman aman saja ,Alhamdulillah,justru yang vaksin mudah sakit2an",1,Negatif,aplikasi ini lama lama kayak nya tidak ada guna nyasatu keluarga tidak vaksin saja aman aman saja alhamdulillahjustru yang vaksin mudah sakitan
Aplikasi ini banyak masalah yaitu pin sudah benar saya masukkan saat ingin login pin tidak sesuai padahal sudah pas yg saya buat,1,Negatif,aplikasi ini banyak masalah yaitu pin sudah benar saya masukkan saat ingin login pin tidak sesuai padahal sudah pas yang saya buat
aplikasi rusak lebih bagus peduli lindungi saya mau liat sertifikat vaksin tapi belum vaksin padahal saya vaksin udah 2x mohon bantuannya dan jangan bebanin rakyat pak,1,Negatif,aplikasi rusak lebih bagus peduli lindungi saya mau liat sertifikat vaksin tapi belum vaksin padahal saya vaksin sudah x mohon bantuannya dan jangan bebanin rakyat pak
susah sekali log in,1,Negatif,susah sekali log in
"aplikasi ny ga jelas , belom tgl ulang tahun tiketnya ga bisa d ubah . malah diketerangan nya terimaksh sudah cek kesehatan padahal belom sama sekali .aneh aplikasi nya .",1,Negatif,aplikasi ny ga jelas belom tgl ulang tahun tiketnya ga bisa d ubah malah diketerangan nya terimaksh sudah cek kesehatan padahal belom sama sekali aneh aplikasi nya
"sudah coba ikuti arahan admin akun satu sehat : hapus memori , hapus data, uninstall, tunggu beberapa saat, baru install lagi. tetap saja tidak bisa akses. saya coba masuk dg lupa pin pun tidak bisa. padahal saat awal aplikasi dulu launching bisa diakses. Tapi setelah ada update dari thn lalu mulai tdk bisa digunakan sampai sekarang. Ini mau coba CKG untuk anak sekolah padahal.",1,Negatif,sudah coba ikuti arahan admin akun satu sehat hapus memori hapus data uninstall tunggu beberapa saat baru install lagi tetap saja tidak bisa akses saya coba masuk dg lupa pin pun tidak bisa padahal saat awal aplikasi dulu launching bisa diakses tapi setelah ada update dari thn lalu mulai tidak bisa digunakan sampai sekarang ini mau coba ckg untuk anak sekolah padahal
Bagus,5,Positif,bagus
"Harus verifikasi ke faskes, tapi di faskes petugasnya gak faham",1,Negatif,harus verifikasi ke faskes tapi di faskes petugasnya tidak faham
bagus,5,Positif,bagus
"mau daftar pemeriksaan, udah input data semua tinggal klik selesai ko ada tulisan ""alasan ganti jadwal pemeriksaan"". ya ga ada alasan wong ga mau ganti tanggal. tampilan juga semprawut si susah dipahami",1,Negatif,mau daftar pemeriksaan sudah input data semua tinggal klik selesai ko ada tulisan alasan ganti jadwal pemeriksaan ya ga ada alasan wong ga mau ganti tanggal tampilan juga semprawut si susah dipahami
Sangat puas dengan pelayanan,5,Positif,sangat puas dengan pelayanan
Mantab Tabbbb,5,Positif,mantab tabbbb
Bisa gak sih ga nyusahin rakyat ? mo ngecek kartu sehat aja susahnya minta ampun .,1,Negatif,bisa tidak sih ga nyusahin rakyat mo ngecek kartu sehat saja susahnya minta ampun
"saya sangat susah untuk login, setelah saya kehilangan nomor hp dan Gmail, harus nya cukup dengan foto e-KTP kita gampang untuk aksesnya",1,Negatif,saya sangat susah untuk login setelah saya kehilangan nomor hp dan gmail harus nya cukup dengan foto ektp kita gampang untuk aksesnya
"aplikasi bejaddd,gajelass poll",1,Negatif,aplikasi bejadddgajelass poll
baik,5,Positif,baik
dengan adanya hari jantung semoga kita sehat dalam lindungan Allah...Amin,5,Positif,dengan adanya hari jantung semoga kita sehat dalam lindungan allahamin
ok,5,Positif,ok
bagus aplikasi ini,5,Positif,bagus aplikasi ini
ok,5,Positif,ok
tidak bisa dibuka,2,Negatif,tidak bisa dibuka
